character,line
Halsin,Locked? Not for long.
Halsin,Off I go.
Halsin,I shall move there.
Halsin,I shall force the lock.
Halsin,Let nature revitalise you.
Halsin,I shall handle it.
Halsin,I am to be your mouthpiece then? Very well.
Halsin,Keep low. Strike hard.
Halsin,A surprise attack? Very well.
Halsin,I shall strike like a hidden serpent.
Halsin,The first blow shall be mine.
Halsin,Hardly a chore.
Halsin,A clandestine pleasure.
Halsin,An unwelcome chore.
Halsin,"Very well, though they hardly deserve it."
Halsin,Others are more deserving.
Halsin,I shall see to that burden.
Halsin,I shall free you.
Halsin,"Hold on, I shall free you."
Halsin,"Trapped, are you?"
Halsin,I shall see you free.
Halsin,"This shall help, deserved or not."
Halsin,"A healing touch is in order, my friend."
Halsin,May nature heal all wounds.
Halsin,"This shall help you, friend."
Halsin,"Stay strong, my love."
Halsin,"Fear not, my heart."
Halsin,"Do not give up, my love."
Halsin,Do not falter! I am here.
Halsin,"Keep strong, my love."
Halsin,Do not yield. I am here for you.
Halsin,"Help is at hand, my love."
Halsin,I must attack without mercy.
Halsin,I shall deal with this.
Halsin,"Unseen, until it is too late."
Halsin,This one is mine.
Halsin,I shall do the talking.
Halsin,Right.
Halsin,I shall offer aid.
Halsin,I shall offer help.
Halsin,"A waste of air, but very well."
Halsin,Not a conversation I shall relish.
Halsin,"Unseen, like a stalking cat."
Halsin,Quiet as a mouse.
Halsin,Easy does it.
Halsin,"I am your servant, my heart."
Halsin,Deftly done.
Halsin,Unnoticed. Good.
Halsin,Incapable of speaking yourself? Fine.
Halsin,"I surprise myself, at times."
Halsin,Quite a feat.
Halsin,Success.
Halsin,I shall go have a word.
Halsin,I shall make my way.
Halsin,Low and slow shall see me there.
Halsin,"Need to get there, unseen."
Halsin,That's where I'll be.
Halsin,"Nice and quiet, now..."
Halsin,Softly now...
Halsin,I need to move.
Halsin,Must tread gently.
Halsin,Woe betide the victim of my blow...
Halsin,My fingerwork stands to me.
Halsin,"A discreet word, then."
Halsin,No hardship for me. Far from it.
Halsin,"Wait, please. There's more. The whole region around Moonrise is shrouded in a curse - a shadow curse.<br>"
Halsin,The very same. They saved something very precious to me from the grips of the shadow curse.
Halsin,The very same. She saved something very precious to me from the grips of the shadow curse.
Halsin,The very same. He saved something very precious to me from the grips of the shadow curse.
Halsin,"All the strength of the lands we healed flows through me. And from me, to you."
Halsin,"All the strength of the lands we healed flows through me. And from me, to you. And whatever company you keep. "
Halsin,"All the strength of the lands we healed flows through me. And from me, to you. No matter what form you take."
Halsin,"But you are right - you had no choice. I failed her, long before you arrived. "
Halsin,We allowed this unnatural thing to live - now a whole family's worth of blood is on our hands.
Halsin,The shadows could not have tempted her if I had taught her as I should have.
Halsin,But the grove still stands even if she does not - thanks to you.
Halsin,"Yes, you did. You acted according to your instincts, to nature. This is my fault. "
Halsin,"I was not here to guide them. Now they rest forever, while I carry the weight of my failings."
Halsin,But the grove still stands even if they do not - thanks to you.
Halsin,If only you had come to this place in more peaceful times. You'd have been a welcome addition.<br>
Halsin,Oakfather... a mind flayer spawn. You should be far gone by now.
Halsin,"...It's true. I can feel it right now. Oakfather preserve you, child."
Halsin,It sounds as if you've been done a world of harm. Cling onto the life you yet have.
Halsin,Now she stands poised to save the city. I can think of no champion more worthy. 
Halsin,Now he stands poised to save the city. I can think of no champion more worthy. 
Halsin,Now they stand poised to save the city. I can think of no champion more worthy. 
Halsin,Onwards. There is no reason to linger here.
Halsin,My heartfelt apologies. I meant no disrespect to your sacrifice.<br>
Halsin,"Of course, no slight intended towards your new form."
Halsin,Spilled blood will not right bad blood. Allow me to deal with my own - I still have need of her.
Halsin,"She knows now what cavorting in the shadows brings her. She will not stray again. Besides, this is no time to lose a promising druid."
Halsin,"You show no pity, no remorse. I cannot absolve you."
Halsin,You took it upon yourself to undertake the Rite of Thorns? I ought to exile you from this place. Forever.
Halsin,"Instead, I shall listen to the explanation that you owe me."
Halsin,"Your path will soon take you away from the grove, I feel. Your efforts will not be forgotten."
Halsin,"There's a chokehold of magic, binding the creature to you. Any efforts to remove it would almost certainly kill you - or worse."
Halsin,"With the leadership dead, no attack will be mounted on the grove. I am in your debt, my friend."
Halsin,"Take tonight to rest, recuperate - celebrate. Tomorrow, I'll join your camp so I can help with the trials yet to come."
Halsin,Soon. First I must set matters to rights in the grove. And you should celebrate your victory.
Halsin,There is little need for another power-hungry autocrat. I cannot applaud this.
Halsin,You are Ravengard's son... but does that mean you will be accepted as Grand Duke?
Halsin,"Perhaps you overestimate the openmindedness of the city, if you think they shall accept a devil as their Duke..."
Halsin,Let no prying eyes discover me.
Halsin,"After being dormant for so long, your infection is unlikely to produce new symptoms spontaneously."
Halsin,Kagha... poor child. The grove will be a dimmer place without her potential.
Halsin,I must be as a stone. Silent. Ignored.
Halsin,"I'm glad. Being comfortable in one's own skin is key to happiness, I find.<br>"
Halsin,"Enjoy the respite. Come morning, we have matters to discuss."
Halsin,A lofty goal. Be careful of Mystra - she shall not care to have a new rival.
Halsin,"We have what we need to proceed, and not a moment too soon - a winged aasimar flew overhead, and now an assault is brewing against Moonrise."
Halsin,I can work with that. Rest now.
Halsin,Patience. He's the key to this - I know it.
Halsin,"Astarion - the sun is burning you. To shelter, quick!"
Halsin,Don't do this - your life...
Halsin,"Our mind flayer acquaintance has wandered off. Not feeling quite herself, perhaps... Understandable."
Halsin,I fear her time is running short...
Halsin,What of Karlach? I cannot lay eyes on her...
Halsin,"You need aid, my love."
Halsin,Let me make things a little easier.
Halsin,"I will, but I need to know where Thaniel is. If I venture into the Shadowfell blind, I will never find him."
Halsin,"I don't deserve you, my friend."
Halsin,"Without Thaniel, no. And I don't know how I can find him without speaking to this man."
Halsin,"I'm afraid so, yes. Check his person - there might be something on him to help get us started."
Halsin,"We need to unlock whatever's left of him, inside his head. There must be something to trigger him - a word, a memory, an item. We just need to find it."
Halsin,"If he was able to escape the Shadowfell, then it mustn't have managed to consume his spirit - not all of it, anyway."
Halsin,See what you can learn from it. It might reveal something about his actions before the curse - then we may find means to wake him.
Halsin,"I still need your help. Meet me by the lakeshore, and be prepared. What comes next could prove... perilous."
Halsin,"Meet me by the lakeshore. I have what we need to proceed, but I'll need your help. Be ready, this may prove... perilous."
Halsin,"Last Light Inn... we rallied here once, years ago, before the assault on Moonrise Towers."
Halsin,"The Archdruid at the time spoke to us all, inspiring our courage... he was a fine leader."
Halsin,"Of course she will. The world has no need for a goddess who would hesitate at such a request from her champion. I hope to see you again, Gale."
Halsin,"But what awaits you, Gale? Your path ahead is... unclear."
Halsin,Perhaps it's time for a celebration. We have earned it. 
Halsin,What comes now? I cannot remember the last time we did not have a grand purpose to work towards...
Halsin,I shall miss him. Though I hope he proves to be a kindly god - I have had my fill of the tyrannical sort.
Halsin,"Though I hope he has the mettle needed to face Mystra. She will not yield willingly, I fear..."
Halsin,A new chapter awaits - let us make haste.
Halsin,"I am seldom one to imbibe, but even I shall make an exception on a day like today."
Halsin,An intriguing pair. Takes me back to my youth...
Halsin,"I think we have earned it, no?"
Halsin,I cannot imagine the strength it must take to deny yourself access to the world. Your benevolence truly knows no bounds.
Halsin,Let me get you open...
Halsin,Must be thorough.
Halsin,Better have a gander...
Halsin,What might this be hiding?
Halsin,Let me restore you.
Halsin,I need you in good health.
Halsin,Not a sight. Not a sound.
Halsin,Gale? You seem distracted - does something trouble you?
Halsin,"May he find the rest he deserves. Such an act will be remembered. And in its memory, he will live on. "
Halsin,"So modest of you. Indeed, the mighty oak need not boast of its branches.<br>"
Halsin,"I believe so. Once the din of battle has faded, we will truly know what has been saved today.<br>"
